Player,Class,Pos,School,Conf,Predicted_PER,Predicted_BPM,Predicted_WS40,PER_Percentile_Rank,BPM_Percentile_Rank,WS40_Percentile_Rank
Rasheed Bello,JR,G,Purdue Fort Wayne,Horizon League,19.853,1.179,0.135,83.42,30.052,56.995
Rasheer Fleming,SO,F,Saint Joseph's,Atlantic 10 Conference,24.902,5.474,0.184,97.927,71.503,87.565
Ray Allen III,FR,G,Rhode Island,Atlantic 10 Conference,34.465,2.538,0.0,100.0,40.933,10.881
Ray Somerville,JR,C,Delaware State,Mid-Eastern Athletic Conference,8.142,-8.112,0.035,22.798,7.772,20.207
Ray'Sean Taylor,JR,G,Southern Illinois-Edwardsville,Ohio Valley Conference,15.045,-2.466,0.087,50.259,16.58,35.233
Rayj Dennis,SR,G,Baylor,Big 12 Conference,18.016,5.179,0.137,70.466,67.876,59.067
Raymond Espinal-Guzman,JR,F,Sacred Heart,Northeast Conference,11.281,-6.598,0.058,33.161,8.808,24.352
Rayquan Brown,SR,G,Mississippi Valley State,Southwest Athletic Conference,16.693,-1.584,0.07,56.995,18.653,28.497
Rayquawndis Mitchell,SR,G,Penn State,Big Ten Conference,11.932,0.655,0.076,34.197,27.979,31.088
Rayshon Harrison,JR,G,Grand Canyon,Western Athletic Conference,16.873,1.346,0.153,58.549,30.57,70.466
Raziel Hayun,SO,G,Manhattan,Metro Atlantic Athletic Conference,6.804,-8.873,0.0,18.135,6.736,10.881
Reece Beekman,SR,G,Virginia,Atlantic Coast Conference,22.212,9.0,0.19,93.264,96.891,89.119
Reece Potter,FR,C,Miami (OH),Mid-American Conference,14.958,-2.269,0.101,49.741,17.098,40.933
Reed Bailey,SO,F,Davidson,Atlantic 10 Conference,19.122,1.763,0.136,78.756,33.679,58.031
Reed Sheppard,FR,G,Kentucky,Southeastern Conference,22.496,10.966,0.196,93.782,100.0,90.155
Reese Dixon-Waters,JR,G,San Diego State,Mountain West Conference,17.214,4.279,0.148,63.212,53.886,67.358
Reese McMullen,JR,G,Pennsylvania,Ivy League,13.392,0.249,0.106,43.005,26.425,44.041
Reggie Bass,SO,G,Kent State,Mid-American Conference,15.068,-1.0,0.124,50.259,20.725,53.368
Reggie Ward Jr.,JR,F,Bethune-Cookman,Southwest Athletic Conference,15.686,-1.625,0.106,52.332,18.135,44.041
Regimantas Ciunys,SO,F,Maryland-Baltimore County,America East Conference,18.998,-0.542,0.119,78.238,21.244,49.223
Reginald Duhart Jr.,SR,F,Charleston Southern,Big South Conference,10.789,-0.986,0.086,31.088,20.725,35.233
Reginald Reynolds,SR,F,Mississippi Valley State,Southwest Athletic Conference,4.37,-8.633,-0.015,13.99,7.254,2.591
Reid Ducharme,FR,G,Xavier,Big East Conference ,-5.375,-15.414,0.0,4.663,4.663,10.881
Reid Lovelace,SO,G,Oklahoma,Big 12 Conference,-0.715,-5.731,0.0,8.29,10.881,10.881
Renato Ruiz,JR,G,Florida International,Conference USA,53.342,10.653,0.508,100.0,100.0,99.482
Rex Sunderland,SO,G,New Hampshire,America East Conference,7.473,-3.293,0.055,19.689,14.508,23.834
Reyne Smith,JR,G,College of Charleston,Coastal Athletic Association,18.48,2.175,0.17,75.13,38.86,79.793
Rhett Reynolds,SO,F,Montana,Big Sky Conference,15.669,-4.825,0.222,52.332,12.953,97.15
Ricardo Wright,SR,G,Southern Methodist,American Athletic Conference,17.407,1.787,0.15,64.249,34.197,68.394
Riccardo Ghedini,SO,G,Davidson,Atlantic 10 Conference,13.35,0.406,0.13,42.487,26.943,55.44
Rich Barron,FR,F,Providence,Big East Conference ,11.542,2.943,0.09,34.197,44.56,35.751
Rich Byhre,SR,F,Green Bay,Horizon League,11.37,-1.746,0.09,33.679,18.135,35.751
Rich Rolf,SO,F,Charlotte,American Athletic Conference,20.047,15.716,0.118,83.938,100.0,46.632
Richard Mathews,JR,G,Florida A&M,Southwest Athletic Conference,-18.565,-20.73,0.0,2.591,2.591,10.881
Richie Saunders,SO,G,Brigham Young,Big 12 Conference,21.272,7.096,0.215,90.155,88.601,94.819
Richie Springs,SR,F,Quinnipiac,Metro Atlantic Athletic Conference,18.192,-1.138,0.142,74.611,20.725,63.731
Rick Issanza,SR,C,Loyola Marymount,West Coast Conference,12.09,-3.924,0.077,34.715,13.99,31.088
Rickey Bradley,FR,G,Georgia State,Sun Belt Conference,7.456,-4.077,0.083,19.689,13.99,33.679
Rickey Mitchell Jr.,FR,G,San Jose State,Mountain West Conference,8.285,-0.347,0.035,23.316,24.352,20.207
Ricky Deadwyler III,JR,G,Delaware State,Mid-Eastern Athletic Conference,28.14,-8.979,0.333,99.482,6.218,99.482
Rienk Mast,JR,F,Nebraska,Big Ten Conference,20.655,5.954,0.151,86.528,74.093,69.43
Rihards Vavers,FR,F,Quinnipiac,Metro Atlantic Athletic Conference,16.671,-0.114,0.144,56.995,25.389,64.767
Rikus Schulte,FR,F,Davidson,Atlantic 10 Conference,11.266,-1.074,0.051,33.161,20.725,23.316
Riley Abercrombie,SR,F,Northern Colorado,Big Sky Conference,11.715,-2.888,0.063,34.197,15.544,26.425
Riley Allenspach,FR,C,Samford,Southern Conference,19.932,-0.472,0.161,83.938,21.762,73.575
Riley Kugel,SO,G,Florida,Southeastern Conference,12.693,0.266,0.056,36.788,26.425,23.834
Riley Minix,SR,F,Morehead State,Ohio Valley Conference,31.323,6.855,0.274,99.482,86.01,99.482
Rivaldo Soares,SR,G,Oklahoma,Big 12 Conference,21.541,7.906,0.196,91.71,93.782,90.674
Rob Banks,JR,F,Texas A&M-Commerce,Southland Conference,9.848,-3.833,0.062,26.425,14.508,25.907
Rob Brown III,JR,G,Nicholls State,Southland Conference,15.381,-1.551,0.097,51.813,18.653,37.824
Rob Dillingham,FR,G,Kentucky,Southeastern Conference,22.071,5.926,0.181,92.746,74.093,87.565
Rob Higgins,SR,G,Elon,Coastal Athletic Association,16.684,-0.826,0.081,56.995,20.725,31.088
Rob Landry,SR,G,North Carolina,Atlantic Coast Conference,42.929,12.135,0.4,100.0,100.0,99.482
Rob Lawson,SO,G,Morgan State,Mid-Eastern Athletic Conference,10.426,-5.945,0.041,29.016,9.845,22.28
Rob Martin,SO,G,Southeast Missouri State,Ohio Valley Conference,14.713,-3.735,0.073,47.668,14.508,30.052
Rob Perry,SR,G,Murray State,Missouri Valley Conference,15.122,0.843,0.087,50.777,28.497,35.233
Rob Taylor II,JR,F,Wagner,Northeast Conference,13.975,-4.337,0.126,46.114,13.99,53.886
Rob Whaley Jr.,JR,F,Nevada-Las Vegas,Mountain West Conference,17.442,2.375,0.126,64.249,39.896,53.886
Robbie Avila,SO,C,Indiana State,Missouri Valley Conference,27.198,7.633,0.246,98.964,92.746,98.964
Robbie Beran,SR,F,Virginia Tech,Atlantic Coast Conference,14.104,3.267,0.108,46.114,47.15,44.56
Robbie Stankard,JR,F,Columbia,Ivy League,16.051,-1.814,0.116,54.922,18.135,45.596
Robby Beasley III,JR,G,San Francisco,West Coast Conference,12.674,-1.188,0.151,36.788,20.207,69.43
Robby Carmody,SR,G,Mercer,Southern Conference,13.805,-1.509,0.095,45.078,18.653,36.788
Robby Phillips,FR,F,Binghamton,America East Conference,8.472,-5.676,0.0,23.316,10.881,10.881
Robby Todd,FR,F,Eastern Kentucky,Atlantic Sun Conference,19.279,-5.477,0.0,79.793,11.399,10.881
Robert Allen,SR,F,North Texas,American Athletic Conference,20.481,4.897,0.208,85.492,62.694,92.746
Robert Braswell,SR,F,Charlotte,American Athletic Conference,13.661,2.465,0.11,44.56,40.415,45.078
Robert Carpenter,SR,F,New Mexico State,Conference USA,18.171,-0.032,0.169,74.611,25.389,78.756
Robert Cowherd,FR,G,Mississippi,Southeastern Conference,7.161,-2.529,0.0,18.653,16.58,10.881
Robert Davis Jr.,FR,G,Massachusetts,Atlantic 10 Conference,9.054,-0.938,0.089,24.352,20.725,35.233
Robert Ford III,SR,G,Montana State,Big Sky Conference,24.067,4.939,0.169,95.855,63.212,78.756
Robert Jennings,SO,F,Texas Tech,Big 12 Conference,14.973,1.928,0.148,50.259,36.269,68.394
Robert Jeter IV,JR,G,Southern Utah,Western Athletic Conference,6.383,-3.864,0.036,17.617,13.99,20.207
Robert Jones,SR,F,Iowa State,Big 12 Conference,20.854,6.791,0.19,87.565,85.492,89.119
Robert Lewis,SO,F,Arkansas-Pine Bluff,Southwest Athletic Conference,15.055,-4.292,0.081,50.259,13.99,31.088
Robert McCray,SO,G,Jacksonville,Atlantic Sun Conference,23.673,2.641,0.179,95.855,41.969,87.047
Robert McRae III,SR,G,Dartmouth,Ivy League,10.317,-2.909,0.06,28.497,15.544,24.87
Robert Peters,FR,F,Virginia Military Institute,Southern Conference,3.038,-12.585,-0.025,11.917,5.181,2.591
Roberts Berze,SR,F,McNeese State,Southland Conference,17.257,-1.475,0.194,63.212,18.653,90.155
Rocco Muratori,SO,C,Stony Brook,Coastal Athletic Association,9.853,-8.476,0.0,26.425,7.254,10.881
Rocket Watts,SR,G,Oakland,Horizon League,15.833,-3.063,0.075,52.85,15.544,31.088
Rockwell Reynolds,FR,F,Northern Arizona,Big Sky Conference,11.838,-6.676,0.048,34.197,8.29,22.798
Roddie Anderson III,SO,G,Boise State,Mountain West Conference,8.307,-1.345,0.05,23.316,19.689,23.316
Roddy Gayle Jr.,SO,G,Ohio State,Big Ten Conference,17.608,4.001,0.115,64.767,52.85,45.078
Roderick Coffee III,SO,F,Florida A&M,Southwest Athletic Conference,6.451,-6.329,0.028,17.617,9.326,19.689
Roderick Jones,JR,G,Alcorn State,Southwest Athletic Conference,1.862,-12.021,-0.062,11.399,5.181,2.591
Rodney Brown Jr.,FR,G,California,Pac-12 Conference,8.118,0.45,0.054,22.798,27.461,23.834
Rodney Howard,SR,C,Western Kentucky,Conference USA,19.725,-0.138,0.148,81.865,25.389,67.358
Rodney Johnson Jr.,JR,F,Tennessee Tech,Ohio Valley Conference,15.326,-3.315,0.058,51.813,14.508,24.352
Rodolfo Rufino Bolis,JR,F,Eastern Illinois,Ohio Valley Conference,10.768,-3.949,0.102,31.088,13.99,42.487
Rodrick Payne,JR,C,Western Illinois,Ohio Valley Conference,6.34,-7.079,0.0,17.617,8.29,10.881
Rodrique Massenat,SR,G,Alcorn State,Southwest Athletic Conference,8.74,-4.812,0.02,23.834,12.953,19.171
Roger McFarlane,JR,G,Southeastern Louisiana,Southland Conference,18.883,0.245,0.117,78.238,26.425,46.114
Rohan Chappali,FR,G,Iona,Metro Atlantic Athletic Conference,-11.138,-18.533,0.0,3.627,4.145,10.881
Rokas Jocius,SO,C,La Salle,Atlantic 10 Conference,19.248,1.095,0.114,79.793,30.052,45.078
Rokas Jocys,FR,G,Manhattan,Metro Atlantic Athletic Conference,7.289,-4.699,0.012,18.653,12.953,18.653
Rollie Castineyra,FR,G,Massachusetts,Atlantic 10 Conference,-5.167,-8.952,0.0,4.663,6.218,10.881
Rollie Worster,SR,G,Utah,Pac-12 Conference,15.642,3.629,0.126,52.332,50.259,53.886
Romad Dean,SO,F,Fordham,Atlantic 10 Conference,12.912,1.109,0.102,39.378,30.052,42.487
Romelle Mansel,SR,F,Jackson State,Southwest Athletic Conference,4.029,-8.592,0.0,13.99,7.254,10.881
Romeo Myrthil,JR,G,Dartmouth,Ivy League,9.528,-3.691,0.026,25.389,14.508,19.689
Ron Jessamy,FR,F,Mount St. Mary's,Metro Atlantic Athletic Conference,22.079,-1.748,0.185,92.746,18.135,87.565
Ronald Polite III,SR,G,George Mason,Atlantic 10 Conference,14.863,1.255,0.105,49.223,30.052,43.005
Rondel Walker,JR,G,North Texas,American Athletic Conference,11.573,2.121,0.111,34.197,37.824,45.078
Ronell Giles Jr.,SR,G,Prairie View,Southwest Athletic Conference,-12.019,-19.548,-0.364,3.627,2.591,1.554
Rongie Gordon,SO,F,Kennesaw State,Atlantic Sun Conference,14.912,-1.567,0.111,49.223,18.653,45.078
Ronnie Degray III,JR,F,Wichita State,American Athletic Conference,13.793,0.475,0.091,45.078,27.979,35.751
Ronnie Williams,SO,G,Coppin State,Mid-Eastern Athletic Conference,0.225,-13.582,-0.118,9.326,4.663,2.591
Roosevelt Wheeler,JR,F,Virginia Commonwealth,Atlantic 10 Conference,3.227,-6.415,0.0,12.435,9.326,10.881
Rory Hawke,FR,G,Saint Mary's (CA),West Coast Conference,34.046,7.003,0.311,100.0,87.047,99.482
Rory Stewart,SO,F,Rhode Island,Atlantic 10 Conference,7.055,-1.278,0.0,18.653,19.689,10.881
Roscoe Eastmond,SR,G,Southeastern Louisiana,Southland Conference,10.432,-4.958,0.03,29.534,12.953,19.689
Rowan Brumbaugh,FR,G,Georgetown,Big East Conference ,12.253,0.218,0.054,35.233,26.425,23.834
Rowan Irelan,FR,G,The Citadel,Southern Conference,6.471,-11.7,0.0,17.617,5.181,10.881
Roy Clarke,JR,G,Saint Peter's,Metro Atlantic Athletic Conference,10.08,-3.066,0.068,26.425,15.544,27.461
Roy Jones III,JR,G,Texas-Rio Grande Valley,Western Athletic Conference,2.524,-6.054,0.0,11.399,9.326,10.881
Roy Yuan,SR,G,Stanford,Pac-12 Conference,72.675,21.965,0.669,100.0,100.0,100.0
Ruben Rodriguez,FR,G,Rider,Metro Atlantic Athletic Conference,11.794,-1.661,0.107,34.197,18.135,44.56
Rubin Jones,SR,G,North Texas,American Athletic Conference,18.402,4.455,0.154,75.13,53.886,71.503
Rudy Fitzgibbons III,JR,G,Chattanooga,Southern Conference,12.526,-1.07,0.111,36.269,20.725,45.078
Rueben Chinyelu,FR,C,Washington State,Pac-12 Conference,19.118,3.539,0.156,78.756,50.259,72.021
Ruot Bijiek,SO,F,Bucknell,Patriot League,11.338,-2.95,0.07,33.679,15.544,28.497
Russel Tchewa,SR,C,Georgia,Southeastern Conference,16.74,1.777,0.09,56.995,34.197,35.751
Russell Dean,SR,G,Georgia Southern,Sun Belt Conference,12.594,-3.316,0.052,36.269,14.508,23.316
Russell Jones Jr.,SR,G,Western Carolina,Southern Conference,17.094,1.89,0.156,62.176,35.233,72.021
Ryan Abelman,SO,G,Northern Arizona,Big Sky Conference,4.514,-7.848,-0.021,13.99,7.772,2.591
Ryan Agarwal,SO,G,Stanford,Pac-12 Conference,27.866,1.93,0.0,98.964,36.269,10.881
Ryan Archey,FR,G,Coppin State,Mid-Eastern Athletic Conference,8.468,-9.199,-0.013,23.316,6.218,2.591
Ryan Beasley,FR,G,San Francisco,West Coast Conference,16.724,2.573,0.171,56.995,41.451,80.829
Ryan Conwell,SO,G,Indiana State,Missouri Valley Conference,21.061,5.247,0.179,88.601,68.394,87.047
Ryan Cornish,JR,G,Dartmouth,Ivy League,9.085,-7.345,-0.013,24.352,8.29,2.591
Ryan Curry,FR,G,Army,Patriot League,12.995,-2.853,0.083,39.896,15.544,34.197
Ryan Donohoo,JR,G,UAB,American Athletic Conference,0.984,0.907,0.0,10.363,28.497,10.881
Ryan Dufault,JR,G,St. Thomas,Summit League,18.335,0.424,0.188,74.611,26.943,88.601
Ryan Duncan,FR,G,Princeton,Ivy League,17.023,9.657,0.154,61.14,98.964,71.503
Ryan Dunn,SO,G,Virginia,Atlantic Coast Conference,25.469,8.642,0.19,98.446,96.373,89.119
Ryan Elvin,SR,G,Houston,Big 12 Conference,1.054,-2.725,0.089,10.881,16.58,35.751
Ryan Forrest,FR,G,Northwestern State,Southland Conference,12.179,-5.734,0.0,34.715,10.363,10.881
Ryan Hall,SO,G,Southern Indiana,Ohio Valley Conference,10.417,-4.317,0.058,29.016,13.99,24.352
Ryan Hurst,FR,G,Detroit Mercy,Horizon League,10.216,-2.092,0.025,26.943,17.617,19.689
Ryan Isaacson,SR,F,Merrimack,Northeast Conference,-7.709,-16.348,0.0,4.663,4.663,10.881
Ryan Kalkbrenner,SR,C,Creighton,Big East Conference ,31.86,11.673,0.238,100.0,100.0,98.964
Ryan Kiachian,JR,F,Cornell,Ivy League,18.179,-1.981,0.129,74.611,17.617,54.922
Ryan Langborg,SR,G,Northwestern,Big Ten Conference,17.04,5.746,0.124,61.658,73.057,53.368
Ryan Lopez,FR,G,Chattanooga,Southern Conference,5.399,-11.802,0.0,14.508,5.181,10.881
Ryan Mabrey,SO,G,Miami (OH),Mid-American Conference,12.191,-2.339,0.063,34.715,17.098,26.425
Ryan Marcus,SR,G,Massachusetts,Atlantic 10 Conference,-18.992,-22.229,-0.364,2.591,1.554,1.554
Ryan McPartlan,SO,G,Fairfield,Metro Atlantic Athletic Conference,9.981,-12.131,0.0,26.425,5.181,10.881
Ryan Moffatt,SR,G,Colgate,Patriot League,17.928,1.727,0.165,68.394,33.679,75.13
Ryan Mutombo,JR,C,Georgetown,Big East Conference ,12.78,-1.951,0.073,37.824,17.617,30.052
Ryan Myers,JR,G,Western Illinois,Ohio Valley Conference,13.932,-2.804,0.112,45.596,15.544,45.078
Ryan Nembhard,JR,G,Gonzaga,West Coast Conference,18.35,3.197,0.155,75.13,47.15,71.503
Ryan Nutter,FR,G,Marshall,Sun Belt Conference,5.472,-5.104,0.041,14.508,12.953,22.28
Ryan Pettit,SO,G,Lafayette,Patriot League,10.537,-4.009,0.073,30.052,13.99,30.052
Ryan Prather Jr.,SO,G,Akron,Mid-American Conference,18.647,-0.942,0.209,75.648,20.725,92.746
Ryan Rapp,SR,G,Hawaii,Big West Conference,11.089,-1.968,0.096,31.088,17.617,37.306
Ryan Sabol,FR,G,Buffalo,Mid-American Conference,9.01,-4.119,0.027,24.352,13.99,19.689
Ryan Schmitt,SR,F,Illinois State,Missouri Valley Conference,23.634,1.81,0.211,95.855,34.197,93.264
Ryan Schwarz,JR,G,San Diego State,Mountain West Conference,-17.923,-22.827,-0.25,2.591,1.554,1.554
Ryan Sletten,SO,G,North Dakota State,Summit League,-7.725,-14.912,-0.154,4.663,4.663,2.591
Ryan Soulis,FR,F,Richmond,Atlantic 10 Conference,-7.513,-14.638,-0.4,4.663,4.663,1.554
Ryan Sutliff,JR,G,Boston University,Patriot League,5.273,-7.901,0.0,14.508,7.772,10.881
Ryan Wade,SR,G,Green Bay,Horizon League,-0.065,-10.32,-0.038,9.326,5.699,2.591
Ryan Young,SR,G,Duke,Atlantic Coast Conference,16.987,2.92,0.153,60.622,44.56,70.466
Ryan Zan,SO,F,La Salle,Atlantic 10 Conference,15.481,1.015,0.101,52.332,29.534,40.933
Ryen Gresko,FR,G,Saint Francis (PA),Northeast Conference,2.27,-7.995,0.0,11.399,7.772,10.881
Ryen Perry,SR,G,San Jose State,Mountain West Conference,11.839,0.177,0.037,34.197,25.907,21.244
Rylan Griffen,SO,G,Alabama,Southeastern Conference,16.568,4.086,0.122,56.477,53.368,51.813
Rylan Houck,FR,F,Lipscomb,Atlantic Sun Conference,16.72,-0.354,0.109,56.995,23.834,45.078
Rylan Jones,SR,G,Samford,Southern Conference,18.719,2.813,0.181,76.684,42.487,87.565
Rylee Samons,FR,F,Tennessee Tech,Ohio Valley Conference,8.813,-4.172,0.037,23.834,13.99,21.244
Rytis Petraitis,SO,G,Air Force,Mountain West Conference,22.267,5.477,0.133,93.264,71.503,56.477
Sabry Philip,SR,G,Stony Brook,Coastal Athletic Association,12.437,-3.743,0.082,35.751,14.508,32.642
Sadaidriene Hall,JR,F,Stephen F. Austin,Western Athletic Conference,21.358,0.752,0.168,90.674,27.979,78.238
Sadiku Ibine Ayo,SO,F,St. John's (NY),Big East Conference ,-16.82,-20.445,-0.2,2.591,2.591,2.073
Sadraque Nganga,SO,G,Seton Hall,Big East Conference ,2.672,-5.625,0.0,11.399,11.399,10.881
Sage Tolentino,FR,F,Cincinnati,Big 12 Conference,-0.391,-6.548,0.0,8.808,9.326,10.881
Sahvir Wheeler,SR,G,Washington,Pac-12 Conference,15.525,1.815,0.07,52.332,34.197,28.497
Sai Witt,SR,F,Austin Peay,Atlantic Sun Conference,20.143,-1.784,0.159,84.974,18.135,73.575
Saint Thomas,JR,F,Northern Colorado,Big Sky Conference,26.868,5.648,0.187,98.964,71.503,88.083
Saliou Seye,SO,F,Texas-Rio Grande Valley,Western Athletic Conference,6.886,-6.021,0.018,18.135,9.326,19.171
Sam Alajiki,JR,F,Rice,American Athletic Conference,9.717,-1.602,0.045,26.425,18.135,22.28
Sam Alamutu,JR,G,Vermont,America East Conference,18.31,1.351,0.19,74.611,30.57,88.601
Sam Alexis,SO,F,Chattanooga,Southern Conference,22.232,3.21,0.168,93.264,47.15,77.72
Sam Brown,FR,G,Pennsylvania,Ivy League,13.807,0.261,0.102,45.078,26.425,42.487
Sam Fagan,JR,G,Monmouth,Coastal Athletic Association,0.038,-12.368,-0.182,9.326,5.181,2.073
Sam Godwin,SR,F,Oklahoma,Big 12 Conference,19.652,4.875,0.177,81.347,62.694,86.01
Sam Griffin,SR,G,Wyoming,Mountain West Conference,18.933,3.317,0.113,78.238,47.15,45.078
Sam Hastreiter,SO,F,North Dakota State,Summit League,10.831,-5.589,0.098,31.088,11.399,38.342
Sam Hennessy,JR,G,Bradley,Missouri Valley Conference,6.462,-7.356,0.0,17.617,8.29,10.881
Sam Hines Jr.,JR,F,South Florida,American Athletic Conference,13.787,1.0,0.123,45.078,29.534,52.85
Sam Hofman,SR,F,Temple,American Athletic Conference,9.761,-0.417,0.08,26.425,22.28,31.088
Sam Hoiberg,SO,G,Nebraska,Big Ten Conference,10.597,3.936,0.114,30.57,52.332,45.078
Sam King,SO,F,Purdue,Big Ten Conference,24.382,3.68,0.0,96.891,50.259,10.881
Sam Klores,JR,G,Brown,Ivy League,-11.693,-18.54,-0.108,3.627,4.145,2.591
Sam Krist,SO,G,Navy,Patriot League,22.744,-5.885,0.0,94.819,10.363,10.881
Sam Lecholat,JR,F,Montana State,Big Sky Conference,11.451,-2.102,0.092,33.679,17.617,35.751
Sam Lewis,FR,G,Toledo,Mid-American Conference,13.23,-1.631,0.079,41.451,18.135,31.088
Sam Manu,SR,F,UC Davis,Big West Conference,5.268,-6.398,0.04,14.508,9.326,22.28
Sam Mervis,JR,G,Southern Indiana,Ohio Valley Conference,7.23,-5.373,0.034,18.653,11.399,20.207
Sam Murray II,SO,F,Murray State,Missouri Valley Conference,4.936,-7.271,-0.025,14.508,8.29,2.591
Sam Perez,SO,F,Campbell,Coastal Athletic Association,5.282,-9.952,0.0,14.508,5.699,10.881
Sam Sherry,JR,F,Elon,Coastal Athletic Association,20.553,0.334,0.141,85.492,26.425,61.658
Sam Slutske,SO,G,Washington,Pac-12 Conference,-18.67,-15.676,0.0,2.591,4.663,10.881
Sam Thomson,SR,F,Colgate,Patriot League,13.166,-3.868,0.095,41.451,13.99,36.788
Sam Towns,SR,F,Bowling Green State,Mid-American Conference,16.242,-2.13,0.117,55.44,17.098,46.114
Sam Vinson,JR,G,Northern Kentucky,Horizon League,22.897,2.111,0.149,95.337,37.824,68.394
Sam Walters,FR,F,Alabama,Southeastern Conference,16.864,3.931,0.148,58.549,52.332,67.358
Sam Winter,SR,G,Boise State,Mountain West Conference,24.276,-0.14,0.0,96.891,25.389,10.881
Sam Wright,FR,F,Colgate,Patriot League,18.935,-4.525,0.213,78.238,12.953,93.782
Samage Teel,JR,G,Presbyterian,Big South Conference,16.985,-1.322,0.099,60.622,19.689,39.378
Samba Diallo,SR,F,Merrimack,Northeast Conference,12.192,-1.97,0.121,34.715,17.617,50.777
Sammy Hunter,SR,F,Akron,Mid-American Conference,14.007,-0.476,0.127,46.114,21.762,53.886
Samson Aletan,FR,C,Yale,Ivy League,20.223,-0.516,0.179,84.974,21.244,87.047
Samson Johnson,JR,F,Connecticut,Big East Conference ,17.139,4.81,0.151,62.694,60.622,69.43
Samuel Ariyibi,JR,F,Washington,Pac-12 Conference,-13.019,-15.844,0.0,3.627,4.663,10.881
Samuel Gibbs,SO,G,Loyola (MD),Patriot League,19.807,4.545,0.0,82.902,55.44,10.881
Samuel Tabe,SR,G,South Alabama,Sun Belt Conference,18.771,-1.348,0.122,76.684,19.689,52.332
Samuell Williamson,SR,G,Southern Methodist,American Athletic Conference,17.53,2.373,0.13,64.767,39.896,55.44
Santiago Trouet,FR,F,San Diego,West Coast Conference,13.496,-0.951,0.083,44.041,20.725,33.161
Santiago Vescovi,SR,G,Tennessee,Southeastern Conference,12.98,3.714,0.14,39.896,50.777,60.622
Savion Gallion,SR,G,Louisiana-Monroe,Sun Belt Conference,16.072,0.007,0.12,54.922,25.389,49.741
Savion Lewis,SR,G,Quinnipiac,Metro Atlantic Athletic Conference,13.754,-1.459,0.087,45.078,19.171,35.233
Saxby Sunderland,SO,G,Longwood,Big South Conference,16.384,-0.716,0.178,55.959,20.725,86.01
Saša Ciani,FR,F,Xavier,Big East Conference ,11.12,0.624,0.094,31.088,27.979,36.788
Scottie Ebube,JR,C,Southern Illinois,Missouri Valley Conference,23.999,2.736,0.193,95.855,42.487,89.637
Scotty Middleton,FR,G,Ohio State,Big Ten Conference,9.957,1.969,0.058,26.425,36.788,24.87
Scotty Washington,JR,G,California Baptist,Western Athletic Conference,13.735,-0.046,0.112,45.078,25.389,45.078
Se'yphon Triplett,FR,G,Stonehill,Northeast Conference,7.588,-10.071,-0.071,20.725,5.699,2.591
Seamus McDermott,FR,G,Duquesne,Atlantic 10 Conference,1.505,-8.774,0.0,11.399,7.254,10.881
Sean Bairstow,SR,G,Virginia Commonwealth,Atlantic 10 Conference,13.559,-0.223,0.087,44.041,25.389,35.233
Sean Conway,SR,G,St. John's (NY),Big East Conference ,11.659,1.407,0.101,34.197,30.57,40.933
Sean Cusano,FR,F,Chattanooga,Southern Conference,20.933,-1.342,0.195,87.565,19.689,90.155
Sean Durugordon,JR,F,Siena,Metro Atlantic Athletic Conference,22.377,-2.143,0.08,93.264,17.098,31.088
Sean East II,SR,G,Missouri,Southeastern Conference,21.718,6.211,0.13,91.71,77.72,55.44
Sean Hansen,SR,F,Cornell,Ivy League,18.637,2.822,0.168,75.13,42.487,77.72
Sean Houpt,SR,G,William & Mary,Coastal Athletic Association,10.989,-2.68,0.06,31.088,16.58,24.87
Sean Jones,SO,G,Marquette,Big East Conference ,13.652,1.528,0.109,44.56,31.606,45.078
Sean Logan,SO,F,Davidson,Atlantic 10 Conference,8.288,-1.508,0.06,23.316,18.653,24.87
Sean Moore,SR,G,FDU,Northeast Conference,16.434,-1.703,0.1,55.959,18.135,39.378
Sean Newman Jr.,SO,G,Louisiana Tech,Conference USA,12.511,-0.411,0.111,36.269,22.28,45.078
Sean Pedulla,JR,G,Virginia Tech,Atlantic Coast Conference,17.753,3.796,0.118,65.285,52.332,46.114
Sean Smith,JR,G,Alabama State,Southwest Athletic Conference,11.038,-4.569,0.056,31.088,12.953,23.834
Sean Stewart,FR,F,Duke,Atlantic Coast Conference,20.668,4.011,0.207,86.528,52.85,92.746
Sebastian Cole,JR,G,UTEP,Conference USA,11.106,-2.54,0.086,31.088,16.58,35.233
Sebastian Forsling,JR,C,New Mexico,Mountain West Conference,13.704,-0.043,0.138,45.078,25.389,60.104
Sebastian Hartmann,FR,G,Eastern Washington,Big Sky Conference,8.079,-3.672,0.073,22.28,14.508,30.052
Sebastian Mack,FR,G,UCLA,Pac-12 Conference,16.12,2.773,0.114,54.922,42.487,45.078
Sebastian Mendoza,JR,G,Tennessee-Martin,Ohio Valley Conference,7.283,-3.739,0.06,18.653,14.508,24.87
Sebastian Robinson,FR,G,NJIT,America East Conference,4.971,-9.518,-0.028,14.508,6.218,2.591
Sebastian Thomas,JR,G,Albany (NY),America East Conference,21.714,1.836,0.138,91.71,34.197,60.104
Sebastien Lamaute,SR,G,FDU,Northeast Conference,43.433,-4.851,0.314,100.0,12.953,99.482
Seck Zongo,FR,F,Wagner,Northeast Conference,13.566,-3.244,0.119,44.041,14.508,49.741
Sekou Gassama,SO,F,Pepperdine,West Coast Conference,3.49,-7.696,0.0,12.953,7.772,10.881
